                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1483,                 5.0321,                 4.1984,                0.00082,                0.12083,                0.00086,                0.00035,                  2.658,                 4.9886,                 4.1587,                  2e-05,                  2e-05,                  2e-05
